sender,recver,channel,interactions,date
99,77,zoom,3,2020-01-02
99,86,zoom,1,2020-01-02
99,92,zoom,2,2020-01-02
99,91,zoom,0,2020-01-02
99,82,slack,11,2020-01-02
99,97,slack,9,2020-01-02
99,20,slack,14,2020-01-02
99,92,email,1,2020-01-02
99,0,email,1,2020-01-02
99,85,zoom,2,2020-01-02
99,88,zoom,1,2020-01-02
99,44,slack,9,2020-01-02
0,43,email,3,2020-01-03
0,7,email,1,2020-01-03
0,0,zoom,3,2020-01-03
0,23,zoom,5,2020-01-03
0,87,zoom,2,2020-01-03
1,21,slack,4,2020-01-03
1,82,email,3,2020-01-03
1,44,slack,7,2020-01-03
1,5,zoom,1,2020-01-03
1,78,zoom,2,2020-01-03
2,62,zoom,0,2020-01-03
2,18,slack,8,2020-01-03
2,62,slack,9,2020-01-03
2,3,email,5,2020-01-03
2,51,email,2,2020-01-03
2,33,email,3,2020-01-03
2,61,zoom,1,2020-01-03
2,0,email,11,2020-01-03
2,1,slack,9,2020-01-03
2,0,zoom,1,2020-01-03
2,51,email,1,2020-01-03
2,2,slack,8,2020-01-03
2,87,slack,10,2020-01-03
2,61,zoom,3,2020-01-03
2,87,slack,6,2020-01-03
3,2,email,2,2020-01-03
3,58,zoom,5,2020-01-03
3,1,slack,23,2020-01-03
3,9,slack,21,2020-01-03
3,38,email,2,2020-01-03
3,9,email,1,2020-01-03
3,2,zoom,1,2020-01-03
4,53,slack,6,2020-01-03
4,0,zoom,4,2020-01-03
4,86,zoom,5,2020-01-03
4,53,slack,17,2020-01-03
4,64,email,1,2020-01-03
4,96,email,7,2020-01-03
4,2,zoom,4,2020-01-03
5,0,email,2,2020-01-03
5,34,zoom,5,2020-01-03
5,4,slack,6,2020-01-03
5,49,email,3,2020-01-03
5,52,slack,15,2020-01-03
5,4,email,0,2020-01-03
5,1,zoom,1,2020-01-03
5,18,zoom,2,2020-01-03
5,82,zoom,0,2020-01-03
5,62,slack,13,2020-01-03
5,72,zoom,4,2020-01-03
5,1,email,5,2020-01-03
5,48,email,3,2020-01-03
5,52,email,3,2020-01-03
5,53,slack,12,2020-01-03
5,0,slack,18,2020-01-03
5,1,zoom,4,2020-01-03
5,2,slack,11,2020-01-03
5,4,email,5,2020-01-03
6,94,slack,4,2020-01-03
6,31,zoom,3,2020-01-03
7,69,email,5,2020-01-03
7,7,email,5,2020-01-03
7,37,email,5,2020-01-03
7,23,slack,9,2020-01-03
7,8,email,7,2020-01-03
7,97,email,6,2020-01-03
7,4,slack,9,2020-01-03
7,16,slack,3,2020-01-03
7,9,email,2,2020-01-03
7,23,zoom,3,2020-01-03
7,3,slack,10,2020-01-03
7,47,zoom,2,2020-01-03
7,85,zoom,2,2020-01-03
7,37,zoom,3,2020-01-03
7,55,zoom,3,2020-01-03
7,4,slack,4,2020-01-03
7,85,email,3,2020-01-03
7,16,email,4,2020-01-03
7,23,slack,4,2020-01-03
7,85,slack,7,2020-01-03
7,8,zoom,2,2020-01-03
7,7,zoom,5,2020-01-03
7,0,slack,8,2020-01-03
7,61,email,1,2020-01-03
8,64,zoom,0,2020-01-03
8,96,email,4,2020-01-03
8,9,zoom,3,2020-01-03
8,79,zoom,0,2020-01-03
8,44,slack,6,2020-01-03
8,9,email,3,2020-01-03
8,1,zoom,0,2020-01-03
8,72,zoom,1,2020-01-03
8,72,zoom,0,2020-01-03
8,0,email,8,2020-01-03
8,96,email,3,2020-01-03
8,6,email,4,2020-01-03
9,9,slack,5,2020-01-03
9,69,zoom,2,2020-01-03
9,3,slack,11,2020-01-03
9,7,email,8,2020-01-03
9,4,email,1,2020-01-03
9,54,zoom,2,2020-01-03
9,18,zoom,2,2020-01-03
9,79,slack,9,2020-01-03
10,13,email,4,2020-01-03
10,18,email,0,2020-01-03
11,16,email,5,2020-01-03
11,16,slack,8,2020-01-03
11,13,email,2,2020-01-03
11,13,slack,5,2020-01-03
11,19,zoom,3,2020-01-03
11,66,slack,3,2020-01-03
11,58,zoom,2,2020-01-03
11,65,slack,8,2020-01-03
11,95,slack,3,2020-01-03
11,12,slack,2,2020-01-03
11,55,email,2,2020-01-03
13,11,slack,13,2020-01-03
13,13,slack,12,2020-01-03
13,14,slack,8,2020-01-03
13,81,slack,8,2020-01-03
13,96,slack,11,2020-01-03
14,66,slack,18,2020-01-03
14,14,slack,16,2020-01-03
14,32,zoom,1,2020-01-03
14,0,slack,17,2020-01-03
14,20,email,0,2020-01-03
14,10,zoom,1,2020-01-03
14,10,email,3,2020-01-03
14,16,zoom,0,2020-01-03
14,0,slack,11,2020-01-03
14,0,zoom,1,2020-01-03
14,17,email,1,2020-01-03
14,63,zoom,0,2020-01-03
14,89,email,5,2020-01-03
14,10,slack,11,2020-01-03
14,10,email,2,2020-01-03
14,19,slack,18,2020-01-03
14,12,email,3,2020-01-03
15,49,email,2,2020-01-03
15,48,slack,10,2020-01-03
15,49,slack,7,2020-01-03
16,16,slack,16,2020-01-03
16,19,email,3,2020-01-03
16,13,slack,16,2020-01-03
16,16,zoom,0,2020-01-03
16,35,zoom,2,2020-01-03
16,11,zoom,1,2020-01-03
16,30,zoom,0,2020-01-03
16,22,zoom,3,2020-01-03
16,14,email,2,2020-01-03
17,34,zoom,4,2020-01-03
17,32,zoom,2,2020-01-03
17,17,email,2,2020-01-03
17,31,zoom,1,2020-01-03
17,54,email,3,2020-01-03
17,10,slack,16,2020-01-03
17,7,zoom,4,2020-01-03
17,45,slack,11,2020-01-03
18,4,email,4,2020-01-03
18,47,slack,9,2020-01-03
18,86,email,3,2020-01-03
18,1,email,3,2020-01-03
18,44,email,6,2020-01-03
18,12,slack,6,2020-01-03
18,47,zoom,2,2020-01-03
18,57,zoom,2,2020-01-03
18,1,email,1,2020-01-03
18,1,zoom,4,2020-01-03
18,0,email,2,2020-01-03
18,16,slack,7,2020-01-03
18,11,slack,11,2020-01-03
19,19,slack,8,2020-01-03
19,20,slack,6,2020-01-03
19,19,slack,3,2020-01-03
19,33,slack,3,2020-01-03
19,10,zoom,2,2020-01-03
19,19,zoom,1,2020-01-03
19,10,slack,7,2020-01-03
19,20,email,5,2020-01-03
19,16,zoom,0,2020-01-03
20,27,zoom,1,2020-01-03
20,26,email,8,2020-01-03
20,70,email,2,2020-01-03
21,3,slack,4,2020-01-03
21,28,email,3,2020-01-03
21,32,slack,7,2020-01-03
21,27,zoom,1,2020-01-03
21,95,slack,2,2020-01-03
21,28,slack,2,2020-01-03
21,79,slack,6,2020-01-03
21,19,slack,5,2020-01-03
21,53,slack,2,2020-01-03
21,53,slack,11,2020-01-03
22,24,zoom,1,2020-01-03
22,37,email,8,2020-01-03
22,9,slack,7,2020-01-03
22,37,zoom,4,2020-01-03
22,29,email,2,2020-01-03
22,74,email,1,2020-01-03
22,21,email,5,2020-01-03
22,22,slack,13,2020-01-03
22,23,slack,11,2020-01-03
22,37,slack,6,2020-01-03
22,91,email,6,2020-01-03
22,58,slack,12,2020-01-03
22,28,zoom,0,2020-01-03
22,37,email,3,2020-01-03
22,49,slack,4,2020-01-03
22,56,email,8,2020-01-03
22,71,email,3,2020-01-03
22,28,slack,7,2020-01-03
22,56,email,4,2020-01-03
22,71,slack,12,2020-01-03
23,28,email,3,2020-01-03
23,28,zoom,2,2020-01-03
23,21,zoom,1,2020-01-03
23,22,zoom,1,2020-01-03
23,28,email,4,2020-01-03
23,0,zoom,2,2020-01-03
23,1,email,5,2020-01-03
24,99,slack,7,2020-01-03
24,17,email,4,2020-01-03
24,24,email,6,2020-01-03
24,82,slack,11,2020-01-03
24,29,zoom,1,2020-01-03
25,25,email,1,2020-01-03
25,69,slack,9,2020-01-03
26,22,slack,12,2020-01-03
26,85,slack,9,2020-01-03
26,99,zoom,1,2020-01-03
26,42,zoom,1,2020-01-03
26,7,zoom,2,2020-01-03
26,68,email,2,2020-01-03
26,23,zoom,3,2020-01-03
26,28,zoom,4,2020-01-03
26,46,zoom,2,2020-01-03
26,24,email,1,2020-01-03
26,23,slack,13,2020-01-03
26,87,email,4,2020-01-03
26,7,slack,17,2020-01-03
27,26,email,3,2020-01-03
27,47,email,5,2020-01-03
27,21,zoom,2,2020-01-03
27,67,email,0,2020-01-03
27,67,slack,14,2020-01-03
27,26,email,3,2020-01-03
27,28,zoom,4,2020-01-03
27,28,email,3,2020-01-03
28,29,slack,4,2020-01-03
28,19,slack,17,2020-01-03
28,20,zoom,1,2020-01-03
28,21,email,4,2020-01-03
28,21,slack,13,2020-01-03
28,30,zoom,2,2020-01-03
28,23,email,2,2020-01-03
28,21,zoom,1,2020-01-03
28,22,zoom,1,2020-01-03
28,29,slack,13,2020-01-03
28,24,zoom,3,2020-01-03
29,21,zoom,0,2020-01-03
29,75,zoom,0,2020-01-03
30,58,slack,8,2020-01-03
30,35,email,1,2020-01-03
31,50,slack,13,2020-01-03
31,39,zoom,0,2020-01-03
31,35,zoom,3,2020-01-03
31,37,zoom,2,2020-01-03
31,31,slack,6,2020-01-03
31,7,zoom,2,2020-01-03
31,31,slack,7,2020-01-03
31,38,slack,8,2020-01-03
31,39,email,1,2020-01-03
31,31,slack,8,2020-01-03
31,39,slack,4,2020-01-03
31,31,slack,13,2020-01-03
31,26,slack,9,2020-01-03
31,43,slack,12,2020-01-03
31,36,email,2,2020-01-03
31,96,zoom,1,2020-01-03
31,31,email,2,2020-01-03
31,35,email,1,2020-01-03
31,97,zoom,5,2020-01-03
31,33,slack,8,2020-01-03
31,25,zoom,2,2020-01-03
31,15,slack,9,2020-01-03
31,26,zoom,2,2020-01-03
31,97,email,2,2020-01-03
31,39,slack,5,2020-01-03
31,34,email,0,2020-01-03
31,37,slack,9,2020-01-03
31,35,zoom,1,2020-01-03
32,99,email,3,2020-01-03
32,57,slack,4,2020-01-03
32,30,zoom,1,2020-01-03
32,38,email,2,2020-01-03
32,35,slack,2,2020-01-03
32,51,slack,7,2020-01-03
32,75,zoom,3,2020-01-03
32,35,slack,8,2020-01-03
32,35,email,5,2020-01-03
32,72,slack,7,2020-01-03
32,51,zoom,2,2020-01-03
32,34,email,2,2020-01-03
32,34,slack,7,2020-01-03
32,32,slack,3,2020-01-03
32,97,slack,7,2020-01-03
32,7,email,5,2020-01-03
32,9,slack,11,2020-01-03
33,33,slack,7,2020-01-03
33,67,zoom,3,2020-01-03
33,72,email,0,2020-01-03
33,37,slack,6,2020-01-03
33,65,email,3,2020-01-03
33,36,email,4,2020-01-03
33,35,zoom,0,2020-01-03
33,36,zoom,2,2020-01-03
33,18,slack,8,2020-01-03
33,33,email,4,2020-01-03
33,34,zoom,3,2020-01-03
33,21,slack,13,2020-01-03
33,8,slack,11,2020-01-03
33,33,zoom,5,2020-01-03
33,18,email,1,2020-01-03
33,60,slack,9,2020-01-03
33,39,zoom,0,2020-01-03
33,0,slack,7,2020-01-03
33,99,zoom,3,2020-01-03
33,34,slack,5,2020-01-03
33,38,email,2,2020-01-03
33,62,slack,7,2020-01-03
33,35,zoom,0,2020-01-03
33,47,zoom,6,2020-01-03
33,15,zoom,0,2020-01-03
34,36,zoom,1,2020-01-03
34,31,slack,16,2020-01-03
34,94,slack,11,2020-01-03
34,35,email,2,2020-01-03
34,33,email,2,2020-01-03
34,34,zoom,1,2020-01-03
35,36,email,4,2020-01-03
35,41,slack,8,2020-01-03
35,29,zoom,1,2020-01-03
35,37,slack,10,2020-01-03
35,35,zoom,2,2020-01-03
35,92,email,5,2020-01-03
35,33,slack,7,2020-01-03
35,39,email,3,2020-01-03
35,38,slack,15,2020-01-03
36,5,slack,10,2020-01-03
36,80,email,2,2020-01-03
36,38,email,6,2020-01-03
36,33,email,5,2020-01-03
36,32,email,7,2020-01-03
36,35,zoom,1,2020-01-03
36,39,zoom,1,2020-01-03
36,38,slack,14,2020-01-03
36,39,slack,13,2020-01-03
36,10,slack,12,2020-01-03
36,33,zoom,1,2020-01-03
36,38,email,8,2020-01-03
36,34,slack,17,2020-01-03
37,31,email,3,2020-01-03
37,75,zoom,3,2020-01-03
37,27,zoom,4,2020-01-03
37,32,slack,7,2020-01-03
37,7,zoom,3,2020-01-03
38,33,email,3,2020-01-03
38,12,email,4,2020-01-03
38,94,slack,10,2020-01-03
38,31,email,5,2020-01-03
38,49,email,4,2020-01-03
38,31,zoom,1,2020-01-03
39,30,zoom,5,2020-01-03
39,92,slack,13,2020-01-03
39,8,zoom,3,2020-01-03
39,34,zoom,1,2020-01-03
39,80,slack,15,2020-01-03
39,33,email,1,2020-01-03
39,51,slack,9,2020-01-03
39,84,slack,16,2020-01-03
39,37,zoom,3,2020-01-03
39,39,slack,16,2020-01-03
39,39,slack,19,2020-01-03
39,36,slack,17,2020-01-03
39,39,email,5,2020-01-03
39,36,email,5,2020-01-03
39,36,zoom,3,2020-01-03
39,27,zoom,2,2020-01-03
40,56,zoom,3,2020-01-03
40,59,email,2,2020-01-03
40,19,slack,22,2020-01-03
40,7,email,9,2020-01-03
40,86,zoom,4,2020-01-03
40,56,email,4,2020-01-03
40,24,email,2,2020-01-03
40,52,zoom,3,2020-01-03
40,28,email,2,2020-01-03
40,47,email,0,2020-01-03
40,50,zoom,3,2020-01-03
40,54,slack,19,2020-01-03
40,52,zoom,1,2020-01-03
40,57,zoom,3,2020-01-03
40,86,email,2,2020-01-03
40,88,zoom,2,2020-01-03
40,56,email,2,2020-01-03
40,52,email,3,2020-01-03
40,42,email,3,2020-01-03
40,17,zoom,0,2020-01-03
40,46,zoom,5,2020-01-03
40,51,email,2,2020-01-03
40,43,slack,15,2020-01-03
40,23,slack,12,2020-01-03
40,50,zoom,4,2020-01-03
40,53,email,1,2020-01-03
41,45,email,3,2020-01-03
41,53,email,1,2020-01-03
41,48,slack,1,2020-01-03
41,44,zoom,1,2020-01-03
41,70,email,3,2020-01-03
41,21,slack,3,2020-01-03
42,53,zoom,0,2020-01-03
42,56,slack,5,2020-01-03
42,27,email,0,2020-01-03
42,22,zoom,0,2020-01-03
42,52,slack,4,2020-01-03
42,42,slack,4,2020-01-03
42,44,email,0,2020-01-03
42,46,zoom,3,2020-01-03
42,58,slack,8,2020-01-03
42,16,zoom,3,2020-01-03
42,81,slack,7,2020-01-03
43,52,zoom,3,2020-01-03
43,54,email,2,2020-01-03
43,89,zoom,0,2020-01-03
43,54,zoom,0,2020-01-03
43,53,zoom,1,2020-01-03
43,46,slack,13,2020-01-03
43,16,zoom,3,2020-01-03
43,44,email,2,2020-01-03
44,57,email,3,2020-01-03
44,52,slack,12,2020-01-03
44,57,zoom,3,2020-01-03
44,56,slack,16,2020-01-03
44,52,slack,20,2020-01-03
44,51,slack,11,2020-01-03
44,42,zoom,1,2020-01-03
44,32,slack,11,2020-01-03
45,82,slack,8,2020-01-03
45,38,zoom,2,2020-01-03
45,44,email,5,2020-01-03
45,42,zoom,2,2020-01-03
45,88,email,3,2020-01-03
45,42,slack,15,2020-01-03
45,45,email,5,2020-01-03
45,53,zoom,3,2020-01-03
45,46,email,7,2020-01-03
45,41,zoom,0,2020-01-03
45,50,email,2,2020-01-03
45,42,slack,15,2020-01-03
46,68,email,4,2020-01-03
46,62,zoom,0,2020-01-03
46,41,slack,5,2020-01-03
46,47,slack,9,2020-01-03
46,53,email,7,2020-01-03
46,47,zoom,0,2020-01-03
47,43,zoom,4,2020-01-03
47,46,slack,14,2020-01-03
47,13,slack,17,2020-01-03
47,53,zoom,6,2020-01-03
47,57,slack,13,2020-01-03
48,53,email,2,2020-01-03
48,43,zoom,7,2020-01-03
48,57,zoom,4,2020-01-03
48,49,zoom,3,2020-01-03
48,57,slack,4,2020-01-03
48,51,slack,7,2020-01-03
48,19,slack,7,2020-01-03
48,47,zoom,3,2020-01-03
48,40,email,1,2020-01-03
48,53,email,3,2020-01-03
49,42,zoom,1,2020-01-03
49,13,zoom,1,2020-01-03
49,52,slack,13,2020-01-03
49,56,slack,14,2020-01-03
49,57,slack,10,2020-01-03
49,53,zoom,0,2020-01-03
49,46,slack,12,2020-01-03
49,46,zoom,0,2020-01-03
49,53,zoom,0,2020-01-03
49,54,slack,6,2020-01-03
49,51,email,2,2020-01-03
49,51,slack,7,2020-01-03
49,7,email,0,2020-01-03
49,55,slack,6,2020-01-03
49,48,slack,5,2020-01-03
50,45,zoom,0,2020-01-03
50,38,slack,4,2020-01-03
50,50,slack,2,2020-01-03
50,55,slack,2,2020-01-03
50,51,slack,4,2020-01-03
50,91,email,2,2020-01-03
50,59,zoom,1,2020-01-03
50,44,email,2,2020-01-03
50,55,zoom,5,2020-01-03
50,97,zoom,6,2020-01-03
51,43,zoom,3,2020-01-03
51,49,zoom,1,2020-01-03
51,45,email,1,2020-01-03
51,46,email,3,2020-01-03
51,30,email,1,2020-01-03
51,90,email,1,2020-01-03
51,47,slack,16,2020-01-03
51,62,email,2,2020-01-03
51,85,zoom,5,2020-01-03
51,54,zoom,0,2020-01-03
51,40,zoom,4,2020-01-03
51,52,email,4,2020-01-03
52,53,slack,14,2020-01-03
52,52,email,2,2020-01-03
52,44,zoom,3,2020-01-03
52,8,slack,24,2020-01-03
52,60,slack,9,2020-01-03
52,34,slack,10,2020-01-03
52,24,email,1,2020-01-03
52,54,slack,8,2020-01-03
52,20,slack,15,2020-01-03
52,56,zoom,1,2020-01-03
52,57,email,6,2020-01-03
52,45,zoom,0,2020-01-03
53,2,slack,3,2020-01-03
53,47,zoom,0,2020-01-03
53,50,zoom,1,2020-01-03
53,57,zoom,0,2020-01-03
53,43,slack,8,2020-01-03
53,48,zoom,0,2020-01-03
53,56,zoom,2,2020-01-03
53,55,zoom,0,2020-01-03
53,56,email,6,2020-01-03
53,54,email,4,2020-01-03
53,59,zoom,2,2020-01-03
53,46,email,3,2020-01-03
53,21,email,6,2020-01-03
54,49,zoom,5,2020-01-03
54,47,slack,6,2020-01-03
54,41,email,0,2020-01-03
54,41,zoom,1,2020-01-03
54,69,email,0,2020-01-03
54,53,email,2,2020-01-03
54,69,email,2,2020-01-03
54,0,zoom,1,2020-01-03
54,47,slack,7,2020-01-03
54,54,email,2,2020-01-03
54,14,slack,13,2020-01-03
54,44,slack,7,2020-01-03
54,42,email,2,2020-01-03
54,56,slack,11,2020-01-03
54,53,zoom,1,2020-01-03
55,41,zoom,3,2020-01-03
55,11,slack,10,2020-01-03
55,47,slack,18,2020-01-03
55,67,zoom,0,2020-01-03
55,95,slack,10,2020-01-03
55,67,zoom,6,2020-01-03
55,59,email,2,2020-01-03
55,40,zoom,1,2020-01-03
55,47,zoom,3,2020-01-03
56,55,slack,7,2020-01-03
56,98,slack,10,2020-01-03
56,98,email,3,2020-01-03
56,93,zoom,3,2020-01-03
56,45,slack,11,2020-01-03
56,42,email,3,2020-01-03
57,49,zoom,2,2020-01-03
57,47,zoom,2,2020-01-03
57,32,email,3,2020-01-03
57,54,zoom,0,2020-01-03
57,42,slack,10,2020-01-03
57,64,slack,15,2020-01-03
57,47,email,1,2020-01-03
57,70,zoom,0,2020-01-03
57,54,zoom,0,2020-01-03
57,57,email,1,2020-01-03
57,29,slack,11,2020-01-03
57,45,slack,10,2020-01-03
57,34,slack,14,2020-01-03
57,65,slack,15,2020-01-03
57,53,email,4,2020-01-03
57,47,zoom,0,2020-01-03
57,45,slack,14,2020-01-03
57,43,zoom,2,2020-01-03
57,54,zoom,0,2020-01-03
57,52,slack,15,2020-01-03
57,48,slack,14,2020-01-03
57,52,slack,11,2020-01-03
57,48,zoom,2,2020-01-03
57,55,email,4,2020-01-03
58,46,email,1,2020-01-03
58,57,slack,10,2020-01-03
58,58,email,3,2020-01-03
58,47,email,5,2020-01-03
58,51,zoom,2,2020-01-03
58,50,email,5,2020-01-03
58,48,email,3,2020-01-03
59,89,email,1,2020-01-03
59,56,slack,9,2020-01-03
59,44,zoom,2,2020-01-03
59,89,zoom,1,2020-01-03
59,91,email,6,2020-01-03
60,70,email,4,2020-01-03
60,63,slack,18,2020-01-03
60,66,email,2,2020-01-03
60,61,slack,8,2020-01-03
60,65,email,0,2020-01-03
60,72,slack,13,2020-01-03
60,57,slack,7,2020-01-03
61,33,slack,4,2020-01-03
61,46,email,2,2020-01-03
61,43,email,1,2020-01-03
62,79,email,9,2020-01-03
62,41,email,5,2020-01-03
62,61,email,4,2020-01-03
62,15,slack,7,2020-01-03
62,69,email,4,2020-01-03
62,91,email,3,2020-01-03
62,62,email,3,2020-01-03
62,75,zoom,2,2020-01-03
62,76,email,4,2020-01-03
63,78,zoom,3,2020-01-03
63,6,slack,11,2020-01-03
63,70,email,2,2020-01-03
63,72,zoom,5,2020-01-03
63,62,zoom,1,2020-01-03
63,73,zoom,0,2020-01-03
63,61,email,3,2020-01-03
63,28,slack,16,2020-01-03
63,77,zoom,1,2020-01-03
63,64,zoom,1,2020-01-03
63,63,zoom,1,2020-01-03
63,72,email,2,2020-01-03
63,73,email,2,2020-01-03
63,71,email,5,2020-01-03
63,52,slack,13,2020-01-03
63,72,slack,10,2020-01-03
64,42,email,2,2020-01-03
64,76,zoom,0,2020-01-03
64,25,slack,14,2020-01-03
64,73,email,2,2020-01-03
64,91,slack,13,2020-01-03
64,46,zoom,2,2020-01-03
64,15,email,5,2020-01-03
64,91,zoom,4,2020-01-03
64,52,email,3,2020-01-03
64,68,email,3,2020-01-03
64,62,slack,10,2020-01-03
64,72,email,4,2020-01-03
64,50,email,7,2020-01-03
64,12,slack,9,2020-01-03
64,17,email,2,2020-01-03
64,36,email,7,2020-01-03
65,61,zoom,4,2020-01-03
65,31,slack,12,2020-01-03
65,77,email,1,2020-01-03
65,28,zoom,0,2020-01-03
65,46,email,2,2020-01-03
66,29,zoom,3,2020-01-03
66,85,zoom,5,2020-01-03
66,60,email,2,2020-01-03
66,62,slack,19,2020-01-03
66,70,slack,12,2020-01-03
66,70,slack,16,2020-01-03
66,68,email,8,2020-01-03
66,62,slack,8,2020-01-03
66,96,email,6,2020-01-03
66,78,slack,19,2020-01-03
67,78,zoom,1,2020-01-03
67,68,slack,6,2020-01-03
67,84,zoom,1,2020-01-03
67,69,zoom,1,2020-01-03
67,47,slack,12,2020-01-03
67,67,zoom,3,2020-01-03
67,60,zoom,2,2020-01-03
67,71,email,7,2020-01-03
67,34,zoom,3,2020-01-03
67,97,email,1,2020-01-03
67,38,zoom,2,2020-01-03
67,47,zoom,2,2020-01-03
67,71,email,2,2020-01-03
67,84,zoom,1,2020-01-03
67,76,email,1,2020-01-03
67,38,zoom,1,2020-01-03
67,69,email,1,2020-01-03
67,38,email,2,2020-01-03
68,69,zoom,2,2020-01-03
68,74,email,4,2020-01-03
68,37,email,4,2020-01-03
68,68,zoom,5,2020-01-03
68,48,email,0,2020-01-03
68,0,zoom,1,2020-01-03
68,73,email,1,2020-01-03
68,35,slack,16,2020-01-03
68,99,zoom,0,2020-01-03
69,61,slack,17,2020-01-03
69,9,email,2,2020-01-03
69,65,email,1,2020-01-03
69,67,zoom,4,2020-01-03
69,18,zoom,2,2020-01-03
69,72,zoom,2,2020-01-03
69,94,email,2,2020-01-03
69,61,slack,11,2020-01-03
69,19,email,1,2020-01-03
70,0,zoom,0,2020-01-03
70,62,email,2,2020-01-03
70,72,zoom,1,2020-01-03
70,76,slack,10,2020-01-03
70,62,zoom,2,2020-01-03
70,0,zoom,1,2020-01-03
70,3,zoom,0,2020-01-03
70,71,email,6,2020-01-03
70,3,slack,17,2020-01-03
70,15,email,4,2020-01-03
70,70,zoom,1,2020-01-03
70,68,email,3,2020-01-03
70,64,slack,16,2020-01-03
70,76,slack,10,2020-01-03
71,62,email,3,2020-01-03
71,75,zoom,1,2020-01-03
71,79,email,2,2020-01-03
71,58,email,4,2020-01-03
71,9,zoom,2,2020-01-03
71,66,zoom,2,2020-01-03
71,73,zoom,1,2020-01-03
71,75,zoom,0,2020-01-03
71,80,zoom,3,2020-01-03
71,11,slack,11,2020-01-03
72,66,zoom,3,2020-01-03
72,70,slack,18,2020-01-03
72,34,email,1,2020-01-03
72,32,slack,17,2020-01-03
72,2,email,5,2020-01-03
72,60,email,3,2020-01-03
73,74,email,0,2020-01-03
73,66,slack,10,2020-01-03
74,70,zoom,0,2020-01-03
74,42,slack,14,2020-01-03
74,76,zoom,4,2020-01-03
74,85,email,2,2020-01-03
74,45,zoom,4,2020-01-03
75,67,slack,6,2020-01-03
75,65,slack,18,2020-01-03
75,89,zoom,1,2020-01-03
75,62,slack,10,2020-01-03
76,78,email,2,2020-01-03
76,76,slack,5,2020-01-03
76,66,slack,6,2020-01-03
76,34,slack,3,2020-01-03
76,86,email,2,2020-01-03
77,43,slack,12,2020-01-03
77,78,slack,9,2020-01-03
77,26,email,2,2020-01-03
77,93,slack,10,2020-01-03
77,74,email,6,2020-01-03
77,68,email,5,2020-01-03
77,89,zoom,0,2020-01-03
77,61,slack,8,2020-01-03
77,74,slack,9,2020-01-03
77,46,zoom,1,2020-01-03
77,66,slack,10,2020-01-03
77,26,zoom,2,2020-01-03
78,73,slack,13,2020-01-03
78,74,slack,23,2020-01-03
78,45,email,5,2020-01-03
78,76,slack,15,2020-01-03
78,58,zoom,1,2020-01-03
78,60,email,4,2020-01-03
78,63,slack,12,2020-01-03
78,61,slack,16,2020-01-03
78,61,zoom,2,2020-01-03
78,85,zoom,0,2020-01-03
78,64,email,1,2020-01-03
79,67,slack,13,2020-01-03
79,61,zoom,3,2020-01-03
79,66,email,2,2020-01-03
79,28,zoom,4,2020-01-03
79,76,slack,10,2020-01-03
79,70,slack,12,2020-01-03
79,74,slack,5,2020-01-03
79,62,email,2,2020-01-03
80,82,zoom,2,2020-01-03
80,35,email,6,2020-01-03
81,92,email,2,2020-01-03
81,23,zoom,4,2020-01-03
81,89,email,5,2020-01-03
81,97,zoom,4,2020-01-03
81,91,email,4,2020-01-03
81,23,slack,4,2020-01-03
82,22,slack,12,2020-01-03
82,91,email,1,2020-01-03
82,81,email,3,2020-01-03
82,71,slack,10,2020-01-03
82,98,slack,13,2020-01-03
82,93,email,1,2020-01-03
83,85,slack,6,2020-01-03
83,87,zoom,5,2020-01-03
83,96,email,4,2020-01-03
83,75,zoom,2,2020-01-03
83,93,slack,7,2020-01-03
83,54,slack,9,2020-01-03
83,98,zoom,3,2020-01-03
83,85,zoom,2,2020-01-03
83,81,zoom,2,2020-01-03
83,99,zoom,3,2020-01-03
83,54,slack,6,2020-01-03
84,86,slack,14,2020-01-03
84,80,slack,17,2020-01-03
84,98,zoom,0,2020-01-03
84,95,slack,11,2020-01-03
84,98,zoom,0,2020-01-03
85,91,email,4,2020-01-03
85,24,slack,4,2020-01-03
85,85,zoom,1,2020-01-03
85,95,slack,4,2020-01-03
85,81,slack,8,2020-01-03
85,82,slack,5,2020-01-03
85,82,zoom,1,2020-01-03
85,82,slack,6,2020-01-03
85,16,email,5,2020-01-03
85,34,zoom,0,2020-01-03
85,98,slack,2,2020-01-03
86,58,email,1,2020-01-03
86,12,slack,17,2020-01-03
86,14,email,4,2020-01-03
86,46,zoom,1,2020-01-03
86,95,email,0,2020-01-03
86,85,zoom,1,2020-01-03
87,89,slack,7,2020-01-03
87,49,email,6,2020-01-03
87,70,email,4,2020-01-03
87,91,slack,9,2020-01-03
87,98,slack,11,2020-01-03
87,82,zoom,1,2020-01-03
87,87,slack,7,2020-01-03
87,98,email,4,2020-01-03
88,12,slack,15,2020-01-03
88,19,email,2,2020-01-03
88,16,email,4,2020-01-03
88,51,email,1,2020-01-03
88,80,zoom,3,2020-01-03
88,96,email,1,2020-01-03
88,21,zoom,5,2020-01-03
89,80,email,3,2020-01-03
89,94,slack,14,2020-01-03
89,49,zoom,2,2020-01-03
89,21,email,4,2020-01-03
89,87,email,2,2020-01-03
89,38,slack,14,2020-01-03
89,88,slack,7,2020-01-03
89,40,email,5,2020-01-03
89,74,slack,15,2020-01-03
89,83,email,4,2020-01-03
89,6,zoom,1,2020-01-03
89,84,email,4,2020-01-03
